PG.Genes	PG.ProteinAccessions	PG.ProteinDescriptions	PG.ProteinNames	PG.Qvalue	gene_id	gene_chr	gene_start_hg38	gene_end_hg38	strand
FBXO6	Q9NRD1	F-box only protein 6	FBX6_HUMAN	0.004642016	26270	1	11664093	11674354	+
FBXO7	Q9Y3I1	F-box only protein 7	FBX7_HUMAN	4.88e-09	25793	22	32474682	32498831	+
FBXW2	Q9UKT8	F-box/WD repeat-containing protein 2	FBXW2_HUMAN	0.000444982	26190	9	120756976	120793462	-
FBXW9	Q5XUX1	F-box/WD repeat-containing protein 9	FBXW9_HUMAN	0.000153357	84261	19	12688916	12696868	-
FCAR	P24071	Immunoglobulin alpha Fc receptor	FCAR_HUMAN	1.31e-08	2204	19	54874093	54891420	+
FCER1G	P30273	High affinity immunoglobulin epsilon receptor subunit gamma	FCERG_HUMAN	3.23e-05	2207	1	161215297	161219248	+
FCGBP	Q9Y6R7	IgGFc-binding protein	FCGBP_HUMAN	1.37e-11	8857	19	39863323	39934626	-
FCGR2B	P31994	Low affinity immunoglobulin gamma Fc region receptor II-b	FCG2B_HUMAN	0.000388706	2213	1	161663115	161678654	+
FCGR3A	P08637	Low affinity immunoglobulin gamma Fc region receptor III-A	FCG3A_HUMAN	3.47e-06	2214	1	161541759	161550623	-
FCGRT	P55899	IgG receptor FcRn large subunit p51	FCGRN_HUMAN	6.06e-10	2217	19	49512279	49526428	+
FCHO2	Q0JRZ9	F-BAR domain only protein 2	FCHO2_HUMAN	3.79e-23	115548	5	72955981	73090522	+
FCHSD1	Q86WN1	F-BAR and double SH3 domains protein 1	FCSD1_HUMAN	0.000807479	89848	5	141639302	141651428	-
FCN1	O00602	Ficolin-1	FCN1_HUMAN	3.7e-11	2219	9	134909585	134917960	-
FCN2	Q15485	Ficolin-2	FCN2_HUMAN	1.2e-08	2220	9	134864156	134889286	+
FCN3	O75636	Ficolin-3	FCN3_HUMAN	3.79e-23	8547	1	27369110	27374825	-
FCSK	Q8N0W3	L-fucose kinase	FCSK_HUMAN	4.93e-05					
FDFT1	P37268	Squalene synthase	FDFT_HUMAN	2.24e-15	2222	8	11795573	11839309	+
FDPS	P14324	Farnesyl pyrophosphate synthase	FPPS_HUMAN	3.79e-23	2224	1	155308748	155320666	+
FDX2	Q6P4F2	"Ferredoxin-2, mitochondrial"	FDX2_HUMAN	2.99e-16					
FDXR	P22570	"NADPH:adrenodoxin oxidoreductase, mitochondrial"	ADRO_HUMAN	4.13e-17	2232	17	74862497	74873031	-
FECH	P22830	"Ferrochelatase, mitochondrial"	HEMH_HUMAN	1.12e-20	2235	18	57544841	57586737	-
FEN1	P39748	Flap endonuclease 1	FEN1_HUMAN	1.91e-19	2237	11	61792637	61797244	+
FER	P16591	Tyrosine-protein kinase Fer	FER_HUMAN	0.00017009	2241	5	108746085	109187674	+
FERMT1	Q9BQL6	Fermitin family homolog 1	FERM1_HUMAN	1.51e-14	55612	20	6074845	6123544	-
FERMT2	Q96AC1	Fermitin family homolog 2	FERM2_HUMAN	5.92e-21	10979	14	52857271	52951097	-
FERMT3	Q86UX7	Fermitin family homolog 3	URP2_HUMAN	3.79e-23	83706	11	64206655	64223891	+
FES	P07332	Tyrosine-protein kinase Fes/Fps	FES_HUMAN	8.93e-05	2242	15	90884435	90895776	+
FETUB	Q9UGM5	Fetuin-B	FETUB_HUMAN	1.99e-05	26998	3	186635832	186653008	+
FEZ2	Q9UHY8	Fasciculation and elongation protein zeta-2	FEZ2_HUMAN	0.000841418	9637	2	36552239	36598190	-
FGA	P02671	Fibrinogen alpha chain	FIBA_HUMAN	3.79e-23	2243	4	154583128	154590745	-
FGB	P02675	Fibrinogen beta chain	FIBB_HUMAN	3.79e-23	2244	4	154562980	154572763	+
FGD2	Q7Z6J4	"FYVE, RhoGEF and PH domain-containing protein 2"	FGD2_HUMAN	0.00300858	221472	6	37005647	37029070	+
FGD4	Q96M96	"FYVE, RhoGEF and PH domain-containing protein 4"	FGD4_HUMAN	9.38e-07	121512	12	32399541	32646050	+
FGFBP1	Q14512	Fibroblast growth factor-binding protein 1	FGFP1_HUMAN	3.36e-15	9982	4	15935569	15938740	-
FGFR3	P22607	Fibroblast growth factor receptor 3	FGFR3_HUMAN	0.000148346	2261	4	1793299	1808872	+
FGG	P02679	Fibrinogen gamma chain	FIBG_HUMAN	1.55e-16	2266	4	154604134	154612750	-
FGGY	Q96C11	FGGY carbohydrate kinase domain-containing protein	FGGY_HUMAN	0.003457933	55277	1	59296405	59762730	+
FGL1	Q08830	Fibrinogen-like protein 1	FGL1_HUMAN	8.02e-11	2267	8	17864391	17895538	-
FGL2	Q14314	Fibroleukin	FGL2_HUMAN	1.29e-10	10875	7	77193371	77199833	-
FGR	P09769	Tyrosine-protein kinase Fgr	FGR_HUMAN	4.5e-06	2268	1	27612289	27635561	-
FH	P07954	"Fumarate hydratase, mitochondrial"	FUMH_HUMAN	3.79e-23	2271	1	241497557	241519785	-
FHIP1A	Q05DH4	FHF complex subunit HOOK interacting protein 1A	FHI1A_HUMAN	7.64e-14					
FHIP2A	Q5W0V3	FHF complex subunit HOOK interacting protein 2A	FHI2A_HUMAN	7.72e-07					
FHIT	P49789	Bis(5'-adenosyl)-triphosphatase	FHIT_HUMAN	9.08e-06	2272	3	59747587	61251459	-
FHL1	Q13642	Four and a half LIM domains protein 1	FHL1_HUMAN	4.49e-12	2273	X	136146702	136211359	+
FHL3	Q13643	Four and a half LIM domains protein 3	FHL3_HUMAN	1.29e-15	2275	1	37996770	38005515	-
FHOD1	Q9Y613	FH1/FH2 domain-containing protein 1	FHOD1_HUMAN	7.58e-05	29109	16	67229389	67247522	-
FIBP	O43427	Acidic fibroblast growth factor intracellular-binding protein	FIBP_HUMAN	8.18e-11	9158	11	65883740	65888539	-
FIG4	Q92562	Polyphosphoinositide phosphatase	FIG4_HUMAN	0.006477086	9896	6	109691221	109825431	+
FIP1L1	Q6UN15	Pre-mRNA 3'-end-processing factor FIP1	FIP1_HUMAN	1.24e-07	81608	4	53377646	53462611	+
FIS1	Q9Y3D6	Mitochondrial fission 1 protein	FIS1_HUMAN	4.45e-13	51024	7	101239612	101245090	-
FITM1	A5D6W6	Fat storage-inducing transmembrane protein 1	FITM1_HUMAN	0.003409084	161247	14	24131466	24132849	+
FITM2	Q8N6M3	Acyl-coenzyme A diphosphatase FITM2	FITM2_HUMAN	7.4e-07	128486	20	44306557	44311249	-
FKBP10	Q96AY3	Peptidyl-prolyl cis-trans isomerase FKBP10	FKB10_HUMAN	5.69e-15	60681	17	41812262	41823217	+
FKBP11	Q9NYL4	Peptidyl-prolyl cis-trans isomerase FKBP11	FKB11_HUMAN	2.41e-08	51303	12	48921959	48925547	-
FKBP14	Q9NWM8	Peptidyl-prolyl cis-trans isomerase FKBP14	FKB14_HUMAN	0.001981382	55033	7	30010583	30026801	-
FKBP15	Q5T1M5	FK506-binding protein 15	FKB15_HUMAN	2.94e-14	23307	9	113165519	113221361	-
FKBP1A	P62942	Peptidyl-prolyl cis-trans isomerase FKBP1A	FKB1A_HUMAN	7.97e-16	2280	20	1368977	1393172	-
FKBP2	P26885	Peptidyl-prolyl cis-trans isomerase FKBP2	FKBP2_HUMAN	2.08e-07	2286	11	64240941	64244135	+
FKBP3	Q00688	Peptidyl-prolyl cis-trans isomerase FKBP3	FKBP3_HUMAN	8.44e-11	2287	14	45115599	45134529	-
FKBP4	Q02790	Peptidyl-prolyl cis-trans isomerase FKBP4	FKBP4_HUMAN	1.72e-14	2288	12	2794942	2805423	+
FKBP5	Q13451	Peptidyl-prolyl cis-trans isomerase FKBP5	FKBP5_HUMAN	1.21e-13	2289	6	35573585	35728583	-
FKBP7	Q9Y680	Peptidyl-prolyl cis-trans isomerase FKBP7	FKBP7_HUMAN	3.02e-08	51661	2	178463664	178480393	-
FKBP8	Q14318	Peptidyl-prolyl cis-trans isomerase FKBP8	FKBP8_HUMAN	7.31e-12	23770	19	18531758	18544077	-
FKBP9	O95302	Peptidyl-prolyl cis-trans isomerase FKBP9	FKBP9_HUMAN	3.2e-12	11328	7	32957404	33006931	+
FLAD1	Q8NFF5	FAD synthase	FAD1_HUMAN	0.000237357	80308	1	154983294	154993111	+
FLCN	Q8NFG4	Folliculin	FLCN_HUMAN	0.000118105	201163	17	17206924	17237188	-
FLG	P20930	Filaggrin	FILA_HUMAN	7.7e-19	2312	1	152302163	152325257	-
FLG2	Q5D862	Filaggrin-2	FILA2_HUMAN	2.89e-11	388698	1	152348735	152360010	-
FLII	Q13045	Protein flightless-1 homolog	FLII_HUMAN	3.79e-23	2314	17	18244815	18258916	-
FLNA	P21333	Filamin-A	FLNA_HUMAN	3.79e-23	2316	X	154348529	154374638	-
FLNB	O75369	Filamin-B	FLNB_HUMAN	3.79e-23	2317	3	58008400	58172255	+
FLNC	Q14315	Filamin-C	FLNC_HUMAN	3.79e-23	2318	7	128830429	128859274	+
FLOT1	O75955	Flotillin-1	FLOT1_HUMAN	3.79e-23	10211	6	30727734	30742685	-
FLOT2	Q14254	Flotillin-2	FLOT2_HUMAN	3.79e-23	2319	17	28879339	28897697	-
FLRT2	O43155	Leucine-rich repeat transmembrane protein FLRT2	FLRT2_HUMAN	0.000648796	23768	14	85530105	85628696	+
FLT1	P17948	Vascular endothelial growth factor receptor 1	VGFR1_HUMAN	0.000642825	2321	13	28300346	28495128	-
FMNL1	O95466	Formin-like protein 1	FMNL1_HUMAN	3.79e-23	752	17	45221906	45247320	+
FMNL3	Q8IVF7	Formin-like protein 3	FMNL3_HUMAN	4.18e-05	91010	12	49637941	49707414	-
FMO1	Q01740	Dimethylaniline monooxygenase [N-oxide-forming] 1	FMO1_HUMAN	2.95e-05	2326	1	171248471	171285978	+
FMO3	P31513	Dimethylaniline monooxygenase [N-oxide-forming] 3	FMO3_HUMAN	6.08e-05	2328	1	171090877	171117821	+
FMO5	P49326	Flavin-containing monooxygenase 5	FMO5_HUMAN	0.000193402	2330	1	147184300	147225798	-
FMOD	Q06828	Fibromodulin	FMOD_HUMAN	4.01e-08	2331	1	203340621	203351429	-
FMR1	Q06787	Synaptic functional regulator FMR1	FMR1_HUMAN	0.000228578	2332	X	147911951	147951127	+
FN1	P02751	Fibronectin	FINC_HUMAN	3.79e-23	2335	2	215360454	215436167	-
FN3K	Q9H479	Fructosamine-3-kinase	FN3K_HUMAN	3.73e-08	64122	17	82735576	82751197	+
FN3KRP	Q9HA64	Ketosamine-3-kinase	KT3K_HUMAN	6.73e-16	79672	17	82716706	82728017	+
FNBP1	Q96RU3	Formin-binding protein 1	FNBP1_HUMAN	2.09e-08	23048	9	129887187	130043194	-
FNBP1L	Q5T0N5	Formin-binding protein 1-like	FBP1L_HUMAN	0.006498989	54874	1	93448076	93570905	+
FNBP4	Q8N3X1	Formin-binding protein 4	FNBP4_HUMAN	0.003089126	23360	11	47716517	47767460	-
FNDC1	Q4ZHG4	Fibronectin type III domain-containing protein 1	FNDC1_HUMAN	4.29e-05	84624	6	159169397	159272108	+
FNDC3A	Q9Y2H6	Fibronectin type-III domain-containing protein 3A	FND3A_HUMAN	3.31e-07	22862	13	48975912	49209779	+
FNDC3B	Q53EP0	Fibronectin type III domain-containing protein 3B	FND3B_HUMAN	0.007801865	64778	3	172039628	172400703	+
FNTA	P49354	Protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha	FNTA_HUMAN	2.17e-08	2339	8	43056299	43085788	+
FNTB	P49356	Protein farnesyltransferase subunit beta	FNTB_HUMAN	5.63e-06	2342	14	64986789	65062652	+
FOCAD	Q5VW36	Focadhesin	FOCAD_HUMAN	0.000196042	54914	9	20658309	20995955	+
FOLR2	P14207	Folate receptor beta	FOLR2_HUMAN	2.03e-10	2350	11	72216775	72221950	+
FOSB	P53539	Protein FosB	FOSB_HUMAN	0.0013297	2354	19	45467995	45475179	+
FPGT	O14772	Fucose-1-phosphate guanylyltransferase	FPGT_HUMAN	0.007317719	8790	1	74198212	74208702	+
FRG1	Q14331	Protein FRG1	FRG1_HUMAN	1.58e-06	2483	4	189940819	189963204	+
FRMD6	Q96NE9	FERM domain-containing protein 6	FRMD6_HUMAN	0.003016509	122786	14	51489100	51730727	+
FRMD8	Q9BZ67	FERM domain-containing protein 8	FRMD8_HUMAN	1.09e-09	83786	11	65386570	65413525	+
FRYL	O94915	Protein furry homolog-like	FRYL_HUMAN	2.64e-19	285527	4	48497363	48780312	-
FRZB	Q92765	Secreted frizzled-related protein 3	SFRP3_HUMAN	0.007340799	2487	2	182833275	182866770	-
FSCN1	Q16658	Fascin	FSCN1_HUMAN	1.69e-12	6624	7	5592805	5606656	+
FSTL1	Q12841	Follistatin-related protein 1	FSTL1_HUMAN	1.46e-08	11167	3	120394214	120451071	-
FTH1	P02794	Ferritin heavy chain	FRIH_HUMAN	8.66e-11	2495	11	61964285	61967660	-
FTL	P02792	Ferritin light chain	FRIL_HUMAN	1.03e-15	2512	19	48965309	48966879	+
FTO	Q9C0B1	Alpha-ketoglutarate-dependent dioxygenase FTO	FTO_HUMAN	6.46e-12	79068	16	53703963	54114467	+
FTSJ3	Q8IY81	pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3	SPB1_HUMAN	0.001368727	117246	17	63819433	63827671	-
FUBP1	Q96AE4	Far upstream element-binding protein 1	FUBP1_HUMAN	5.25e-14	8880	1	77944055	77979205	-
FUBP3	Q96I24	Far upstream element-binding protein 3	FUBP3_HUMAN	1.96e-07	8939	9	130578857	130638352	+
FUCA1	P04066	Tissue alpha-L-fucosidase	FUCO_HUMAN	5.83e-10	2517	1	23845077	23868369	-
FUCA2	Q9BTY2	Plasma alpha-L-fucosidase	FUCO2_HUMAN	1.67e-08	2519	6	143494812	143511883	-
FUNDC2	Q9BWH2	FUN14 domain-containing protein 2	FUND2_HUMAN	1.87e-08	65991	X	155026789	155056916	+
FUS	P35637	RNA-binding protein FUS	FUS_HUMAN	3.79e-23	2521	16	31179704	31194871	+
FUT11	Q495W5	"Alpha-(1,3)-fucosyltransferase 11"	FUT11_HUMAN	0.000789784	170384	10	73772175	73779075	+
FUT8	Q9BYC5	"Alpha-(1,6)-fucosyltransferase"	FUT8_HUMAN	0.000104225	2530	14	65410592	65744121	+
FXN	Q16595	"Frataxin, mitochondrial"	FRDA_HUMAN	0.007371996	2395	9	69035563	69100178	+
FXR1	P51114	Fragile X mental retardation syndrome-related protein 1	FXR1_HUMAN	8.37e-07	8087	3	180912446	180982753	+
FXR2	P51116	Fragile X mental retardation syndrome-related protein 2	FXR2_HUMAN	2.6e-10	9513	17	7591230	7614897	-
FXYD3	Q14802	FXYD domain-containing ion transport regulator 3	FXYD3_HUMAN	3.79e-23	5349	19	35115816	35124324	+
FXYD6	Q9H0Q3	FXYD domain-containing ion transport regulator 6	FXYD6_HUMAN	0.003165463	53826	11	117836976	117877486	-
FYCO1	Q9BQS8	FYVE and coiled-coil domain-containing protein 1	FYCO1_HUMAN	9.4e-09	79443	3	45917899	45995824	-
FYTTD1	Q96QD9	UAP56-interacting factor	UIF_HUMAN	0.000173914	84248	3	197749553	197784446	+
FZD6	O60353	Frizzled-6	FZD6_HUMAN	2.89e-06	8323	8	103298433	103332866	+
G3BP1	Q13283	Ras GTPase-activating protein-binding protein 1	G3BP1_HUMAN	6.55e-23	10146	5	151771915	151811356	+
G3BP2	Q9UN86	Ras GTPase-activating protein-binding protein 2	G3BP2_HUMAN	6.94e-20	9908	4	75642769	75724525	-
G6PD	P11413	Glucose-6-phosphate 1-dehydrogenase	G6PD_HUMAN	1.01e-12	2539	X	154531390	154547586	-
GAA	P10253	Lysosomal alpha-glucosidase	LYAG_HUMAN	2.02e-11	2548	17	80101531	80119881	+
GAB1	Q13480	GRB2-associated-binding protein 1	GAB1_HUMAN	0.000521708	2549	4	143336762	143474565	+
GABARAPL2	P60520	Gamma-aminobutyric acid receptor-associated protein-like 2	GBRL2_HUMAN	0.002189546	11345	16	75566351	75577881	+
GABPA	Q06546	GA-binding protein alpha chain	GABPA_HUMAN	4.32e-07	2551	21	25734947	25772460	+
GADD45GIP1	Q8TAE8	Growth arrest and DNA damage-inducible proteins-interacting protein 1	G45IP_HUMAN	2.76e-05	90480	19	12954156	12957254	-
GAK	O14976	Cyclin-G-associated kinase	GAK_HUMAN	1.97e-20	2580	4	849277	932390	-
GALC	P54803	Galactocerebrosidase	GALC_HUMAN	4.36e-22	2581	14	87933014	87993665	-
GALE	Q14376	UDP-glucose 4-epimerase	GALE_HUMAN	2.32e-05	2582	1	23795599	23800804	-
GALK1	P51570	Galactokinase	GALK1_HUMAN	1.03e-15	2584	17	75757937	75765199	-
GALK2	Q01415	N-acetylgalactosamine kinase	GALK2_HUMAN	1.61e-08	2585	15	49155759	49367894	+
GALM	Q96C23	Galactose mutarotase	GALM_HUMAN	8.19e-10	130589	2	38665910	38734767	+
GALNS	P34059	N-acetylgalactosamine-6-sulfatase	GALNS_HUMAN	6.81e-06	2588	16	88813734	88856966	-
GALNT1	Q10472	Polypeptide N-acetylgalactosaminyltransferase 1	GALT1_HUMAN	1.33e-12	2589	18	35627436	35711834	+
GALNT16	Q8N428	Polypeptide N-acetylgalactosaminyltransferase 16	GLT16_HUMAN	4.16e-06	57452	14	69259546	69379904	+
GALNT2	Q10471	Polypeptide N-acetylgalactosaminyltransferase 2	GALT2_HUMAN	6.25e-12	2590	1	230057789	230282130	+
GALNT3	Q14435	Polypeptide N-acetylgalactosaminyltransferase 3	GALT3_HUMAN	0.000907769	2591	2	165747803	165794650	-
GALNT5	Q7Z7M9	Polypeptide N-acetylgalactosaminyltransferase 5	GALT5_HUMAN	3.84e-06	11227	2	157257828	157311401	+
GALNT7	Q86SF2	N-acetylgalactosaminyltransferase 7	GALT7_HUMAN	0.001047201	51809	4	173168753	173323967	+
GALT	P07902	Galactose-1-phosphate uridylyltransferase	GALT_HUMAN	3.3e-07	2592	9	34646589	34650598	+
GAMT	Q14353	Guanidinoacetate N-methyltransferase	GAMT_HUMAN	8.13e-11	2593	19	1397026	1401570	-
GAN	Q9H2C0	Gigaxonin	GAN_HUMAN	8.22e-21	8139	16	81314966	81380198	+
GANAB	Q14697	Neutral alpha-glucosidase AB	GANAB_HUMAN	3.79e-23	23193	11	62624826	62646726	-
GANC	Q8TET4	Neutral alpha-glucosidase C	GANC_HUMAN	2.12e-06	2595	15	42273658	42353666	+
GAPDH	P04406	Glyceraldehyde-3-phosphate dehydrogenase	G3P_HUMAN	1.53e-14	2597	12	6534405	6538375	+
GAPVD1	Q14C86	GTPase-activating protein and VPS9 domain-containing protein 1	GAPD1_HUMAN	6.27e-13	26130	9	125241663	125365011	+
GAR1	Q9NY12	H/ACA ribonucleoprotein complex subunit 1	GAR1_HUMAN	2.07e-07	54433	4	109815510	109824737	+
GARS1	P41250	Glycine--tRNA ligase	GARS_HUMAN	1.17e-22					
GART	P22102	Trifunctional purine biosynthetic protein adenosine-3	PUR2_HUMAN	9.93e-11	2618	21	33503931	33542917	-
GAS7	O60861	Growth arrest-specific protein 7	GAS7_HUMAN	0.000287436	8522	17	9910609	10198551	-
GATAD2A	Q86YP4	Transcriptional repressor p66-alpha	P66A_HUMAN	4.71e-06	54815	19	19385833	19508932	+
GATAD2B	Q8WXI9	Transcriptional repressor p66-beta	P66B_HUMAN	7.16e-06	57459	1	153804725	153922975	-
GATB	O75879	"Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial"	GATB_HUMAN	0.006652316	5188	4	151670052	151761023	-
GATC	O43716	"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial"	GATC_HUMAN	0.003956242	283459	12	120446438	120463753	+
GATD1	Q8NB37	Glutamine amidotransferase-like class 1 domain-containing protein 1	GALD1_HUMAN	2.34e-08					
GATD3B;GATD3	A0A0B4J2D5;P0DPI2	"Putative glutamine amidotransferase-like class 1 domain-containing protein 3B, mitochondrial;Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial"	GAL3B_HUMAN;GAL3A_HUMAN	1.09e-13					
GATM	P50440	"Glycine amidinotransferase, mitochondrial"	GATM_HUMAN	1.47e-13	2628	15	45361124	45397043	-
GBA	P04062	Lysosomal acid glucosylceramidase	GLCM_HUMAN	7.44e-18	2629	1	155234448	155244862	-
GBE1	Q04446	"1,4-alpha-glucan-branching enzyme"	GLGB_HUMAN	3.79e-23	2632	3	81489699	81761799	-
GBF1	Q92538	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1	GBF1_HUMAN	5.15e-11	8729	10	102245498	102382899	+
GBP1	P32455	Guanylate-binding protein 1	GBP1_HUMAN	1.08e-17	2633	1	89052304	89065360	-
GBP2	P32456	Guanylate-binding protein 2	GBP2_HUMAN	1.17e-12	2634	1	89106132	89126159	-
GC	P02774	Vitamin D-binding protein	VTDB_HUMAN	3.79e-23	2638	4	71741693	71805520	-
GCA	P28676	Grancalcin	GRAN_HUMAN	4.99e-18	25801	2	162318793	162379989	+
GCC1	Q96CN9	GRIP and coiled-coil domain-containing protein 1	GCC1_HUMAN	0.000356465	79571	7	127580628	127585600	-
GCC2	Q8IWJ2	GRIP and coiled-coil domain-containing protein 2	GCC2_HUMAN	0.000360377	9648	2	108449121	108509398	+
GCDH	Q92947	"Glutaryl-CoA dehydrogenase, mitochondrial"	GCDH_HUMAN	3.83e-05	2639	19	12891129	12914630	+
GCLC	P48506	Glutamate--cysteine ligase catalytic subunit	GSH1_HUMAN	2.66e-19	2729	6	53497341	53545129	-
GCLM	P48507	Glutamate--cysteine ligase regulatory subunit	GSH0_HUMAN	9.8e-11	2730	1	93885205	93909598	-
GCN1	Q92616	eIF-2-alpha kinase activator GCN1	GCN1_HUMAN	2.3e-13					
GDA	Q9Y2T3	Guanine deaminase	GUAD_HUMAN	0.001585579	9615	9	72114595	72259059	+
GDI1	P31150	Rab GDP dissociation inhibitor alpha	GDIA_HUMAN	1.99e-20	2664	X	154436913	154443467	+
GDI2	P50395	Rab GDP dissociation inhibitor beta	GDIB_HUMAN	3.79e-23	2665	10	5765223	5813549	-
GDPD2	Q9HCC8	Glycerophosphoinositol inositolphosphodiesterase GDPD2	GDPD2_HUMAN	2.14e-09	54857	X	70423031	70433391	+
GDPD3	Q7L5L3	Lysophospholipase D GDPD3	GDPD3_HUMAN	3.86e-05	79153	16	30104810	30113943	-
GEMIN5	Q8TEQ6	Gem-associated protein 5	GEMI5_HUMAN	1.63e-07	25929	5	154887416	154938216	-
GET3	O43681	ATPase GET3	GET3_HUMAN	7.37e-14					
GET4	Q7L5D6	Golgi to ER traffic protein 4 homolog	GET4_HUMAN	5.07e-05	51608	7	876554	896434	+
GFM1	Q96RP9	"Elongation factor G, mitochondrial"	EFGM_HUMAN	1.16e-18	85476	3	158644497	158692572	+
GFM2	Q969S9	"Ribosome-releasing factor 2, mitochondrial"	RRF2M_HUMAN	0.00024022	84340	5	74721204	74767371	-
GFPT1	Q06210	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	GFPT1_HUMAN	1.8e-09	2673	2	69319769	69387254	-
GFPT2	O94808	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2	GFPT2_HUMAN	2.73e-05	9945	5	180300698	180353336	-
GFRA2	O00451	GDNF family receptor alpha-2	GFRA2_HUMAN	0.000506355	2675	8	21692014	21789294	-
GFUS	Q13630	GDP-L-fucose synthase	FCL_HUMAN	1.43e-15					
GGA1	Q9UJY5	ADP-ribosylation factor-binding protein GGA1	GGA1_HUMAN	2.26e-09	26088	22	37607235	37633564	+
GGA3	Q9NZ52	ADP-ribosylation factor-binding protein GGA3	GGA3_HUMAN	0.001397677	23163	17	75225480	75262393	-
GGACT	Q9BVM4	Gamma-glutamylaminecyclotransferase	GGACT_HUMAN	1.48e-15	87769	13	100530164	100588792	-
GGCT	O75223	Gamma-glutamylcyclotransferase	GGCT_HUMAN	7.07e-19	79017	7	30496621	30504841	-
GGCX	P38435	Vitamin K-dependent gamma-carboxylase	VKGC_HUMAN	9.27e-07	2677	2	85544855	85561534	-
GGH	Q92820	Gamma-glutamyl hydrolase	GGH_HUMAN	1.61e-10	8836	8	63015079	63039445	-
GGPS1	O95749	Geranylgeranyl pyrophosphate synthase	GGPPS_HUMAN	1.39e-06	9453	1	235328438	235344532	+
GGT3P;GGT1;GGT2	A6NGU5;P19440;P36268	Putative glutathione hydrolase 3 proenzyme;Glutathione hydrolase 1 proenzyme;Inactive glutathione hydrolase 2	GGT3_HUMAN;GGT1_HUMAN;GGT2_HUMAN	2e-05					
GGT5	P36269	Glutathione hydrolase 5 proenzyme	GGT5_HUMAN	1.59e-13	2687	22	24219654	24245142	-
GGT7	Q9UJ14	Glutathione hydrolase 7	GGT7_HUMAN	0.000648709	2686	20	34844720	34872858	-
GHDC	Q8N2G8	GH3 domain-containing protein	GHDC_HUMAN	0.002795219	84514	17	42189087	42194532	-
GHITM	Q9H3K2	Growth hormone-inducible transmembrane protein	GHITM_HUMAN	1.07e-08	27069	10	84139429	84153555	+
GID8	Q9NWU2	Glucose-induced degradation protein 8 homolog	GID8_HUMAN	1.58e-07	54994	20	62938089	62948475	+
GIGYF2	Q6Y7W6	GRB10-interacting GYF protein 2	GGYF2_HUMAN	0.0003068	26058	2	232697305	232860577	+
GIMAP1	Q8WWP7	GTPase IMAP family member 1	GIMA1_HUMAN	2.54e-13	170575	7	150716557	150724280	+
GIMAP4	Q9NUV9	GTPase IMAP family member 4	GIMA4_HUMAN	8.88e-12	55303	7	150567370	150573955	+
GIMAP5	Q96F15	GTPase IMAP family member 5	GIMA5_HUMAN	5.11e-07	55340	7	150737348	150743649	+
GIMAP7	Q8NHV1	GTPase IMAP family member 7	GIMA7_HUMAN	6.77e-08	168537	7	150514857	150521073	+
GIMAP8	Q8ND71	GTPase IMAP family member 8	GIMA8_HUMAN	3.3e-07	155038	7	150450630	150479395	+
GIPC1	O14908	PDZ domain-containing protein GIPC1	GIPC1_HUMAN	2.86e-14	10755	19	14477759	14496149	-
GIPC2	Q8TF65	PDZ domain-containing protein GIPC2	GIPC2_HUMAN	0.000855269	54810	1	78024370	78138449	+
GIT1	Q9Y2X7	ARF GTPase-activating protein GIT1	GIT1_HUMAN	2.85e-08	28964	17	29573469	29589592	-
GIT2	Q14161	ARF GTPase-activating protein GIT2	GIT2_HUMAN	1.29e-06	9815	12	109929802	109996389	-
GJA1	P17302	Gap junction alpha-1 protein	CXA1_HUMAN	1.43e-13	2697	6	121435577	121449744	+
GJB2	P29033	Gap junction beta-2 protein	CXB2_HUMAN	7.01e-05	2706	13	20187463	20192975	-
GJB3	O75712	Gap junction beta-3 protein	CXB3_HUMAN	0.004021474	2707	1	34781189	34786366	+
GK	P32189	Glycerol kinase	GLPK_HUMAN	1.16e-09	2710	X	30653359	30731462	+
GLA	P06280	Alpha-galactosidase A	AGAL_HUMAN	9.55e-14	2717	X	101397791	101408013	-
GLB1	P16278	Beta-galactosidase	BGAL_HUMAN	1.94e-12	2720	3	32996608	33097202	-
GLDC	P23378	"Glycine dehydrogenase (decarboxylating), mitochondrial"	GCSP_HUMAN	2.47e-05	2731	9	6532464	6645692	-
GLE1	Q53GS7	mRNA export factor GLE1	GLE1_HUMAN	0.000722181	2733	9	128504692	128542301	+
GLG1	Q92896	Golgi apparatus protein 1	GSLG1_HUMAN	6.52e-17	2734	16	74447427	74607144	-
GLIPR2	Q9H4G4	Golgi-associated plant pathogenesis-related protein 1	GAPR1_HUMAN	4.77e-14	152007	9	36136536	36163913	+
GLMN	Q92990	Glomulin	GLMN_HUMAN	0.000249723	11146	1	92246398	92441946	-
GLO1	Q04760	Lactoylglutathione lyase	LGUL_HUMAN	9.18e-09	2739	6	38675925	38703176	-
GLOD4	Q9HC38	Glyoxalase domain-containing protein 4	GLOD4_HUMAN	2.33e-14	51031	17	759309	782331	-
